Reporting date,Card Type,Category,Series Description,Sector,Sub-sector, ObservationType , Observation Scale,Value
2016-02,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Personal Cards,,,Value,Euro Thousands,108501
2016-02,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Business Cards,,,Value,Euro Thousands,35689
2016-03,All,Gross Transactions,Total New Spending during the Month on all Cards,,,Value,Euro Thousands,4813835
2016-03,Debit Cards,Gross Transactions,Total New Spending during the Month on Debit Cards,,,Value,Euro Thousands,3978165
2016-03,Debit Cards,Gross Transactions,ATM Transactions,,,Value,Euro Thousands,1580401
2016-03,Debit Cards,Gross Transactions,POS Transactions,,,Value,Euro Thousands,2397764
2016-03,Credit Cards,Gross Transactions,Total New Spending during the Month on all Credit Cards,,,Value,Euro Thousands,835670
2016-03,Credit Cards,Gross Transactions,New Spending during the Month on Personal Credit Cards,,,Value,Euro Thousands,658495
2016-03,Credit Cards,Gross Transactions,New Spending during the Month Business Credit Cards,,,Value,Euro Thousands,177175
2016-03,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,1050901
2016-03,Debit Cards,Gross Transactions,E-Commerce Expenditure during the Month,,,Value,Euro Thousands,683232
2016-03,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - personal credit cards,,,Value,Euro Thousands,271897
2016-03,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - business credit cards,,,Value,Euro Thousands,95772
2016-03,All,Gross Transactions,Total Expenditure outside Ireland during the Month,,,Value,Euro Thousands,413693
2016-03,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards,,,Value,Euro Thousands,271019
2016-03,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w ATM,,,Value,Euro Thousands,76077
2016-03,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w POS,,,Value,Euro Thousands,194942
2016-03,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards,,,Value,Euro Thousands,142674
2016-03,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Personal Cards,,,Value,Euro Thousands,109008
2016-03,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Business Cards,,,Value,Euro Thousands,33666
2016-04,All,Gross Transactions,Total New Spending during the Month on all Cards,,,Value,Euro Thousands,4672559
2016-04,Debit Cards,Gross Transactions,Total New Spending during the Month on Debit Cards,,,Value,Euro Thousands,3858020
2016-04,Debit Cards,Gross Transactions,ATM Transactions,,,Value,Euro Thousands,1546804
2016-04,Debit Cards,Gross Transactions,POS Transactions,,,Value,Euro Thousands,2311216
2016-04,Credit Cards,Gross Transactions,Total New Spending during the Month on all Credit Cards,,,Value,Euro Thousands,814539
2016-04,Credit Cards,Gross Transactions,New Spending during the Month on Personal Credit Cards,,,Value,Euro Thousands,634330
2016-04,Credit Cards,Gross Transactions,New Spending during the Month Business Credit Cards,,,Value,Euro Thousands,180209
2016-04,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,1058102
2016-04,Debit Cards,Gross Transactions,E-Commerce Expenditure during the Month,,,Value,Euro Thousands,688774
2016-04,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - personal credit cards,,,Value,Euro Thousands,271722
2016-04,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - business credit cards,,,Value,Euro Thousands,97606
2016-04,All,Gross Transactions,Total Expenditure outside Ireland during the Month,,,Value,Euro Thousands,379104
2016-04,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards,,,Value,Euro Thousands,251047
2016-04,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w ATM,,,Value,Euro Thousands,67620
2016-04,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w POS,,,Value,Euro Thousands,183427
2016-04,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards,,,Value,Euro Thousands,128057
2016-04,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Personal Cards,,,Value,Euro Thousands,94520
2016-04,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Business Cards,,,Value,Euro Thousands,33537
2016-05,All,Gross Transactions,Total New Spending during the Month on all Cards,,,Value,Euro Thousands,5093617
2016-05,Debit Cards,Gross Transactions,Total New Spending during the Month on Debit Cards,,,Value,Euro Thousands,4217160
2016-05,Debit Cards,Gross Transactions,ATM Transactions,,,Value,Euro Thousands,1614774
2016-05,Debit Cards,Gross Transactions,POS Transactions,,,Value,Euro Thousands,2602386
2016-05,Credit Cards,Gross Transactions,Total New Spending during the Month on all Credit Cards,,,Value,Euro Thousands,876457
2016-05,Credit Cards,Gross Transactions,New Spending during the Month on Personal Credit Cards,,,Value,Euro Thousands,688690
2016-05,Credit Cards,Gross Transactions,New Spending during the Month Business Credit Cards,,,Value,Euro Thousands,187767
2016-05,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,1069455
2016-05,Debit Cards,Gross Transactions,E-Commerce Expenditure during the Month,,,Value,Euro Thousands,690780
2016-05,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - personal credit cards,,,Value,Euro Thousands,278422
2016-05,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - business credit cards,,,Value,Euro Thousands,100253
2016-05,All,Gross Transactions,Total Expenditure outside Ireland during the Month,,,Value,Euro Thousands,452066
2016-05,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards,,,Value,Euro Thousands,307055
2016-05,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w ATM,,,Value,Euro Thousands,88701
2016-05,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w POS,,,Value,Euro Thousands,218354
2016-05,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards,,,Value,Euro Thousands,145011
2016-05,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Personal Cards,,,Value,Euro Thousands,110193
2016-05,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Business Cards,,,Value,Euro Thousands,34818
2016-06,All,Gross Transactions,Total New Spending during the Month on all Cards,,,Value,Euro Thousands,5009180
2016-06,Debit Cards,Gross Transactions,Total New Spending during the Month on Debit Cards,,,Value,Euro Thousands,4157643
2016-06,Debit Cards,Gross Transactions,ATM Transactions,,,Value,Euro Thousands,1650468
2016-06,Debit Cards,Gross Transactions,POS Transactions,,,Value,Euro Thousands,2507175
2016-06,Credit Cards,Gross Transactions,Total New Spending during the Month on all Credit Cards,,,Value,Euro Thousands,851537
2016-06,Credit Cards,Gross Transactions,New Spending during the Month on Personal Credit Cards,,,Value,Euro Thousands,672546
2016-06,Credit Cards,Gross Transactions,New Spending during the Month Business Credit Cards,,,Value,Euro Thousands,178991
2016-06,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,1060600
2016-06,Debit Cards,Gross Transactions,E-Commerce Expenditure during the Month,,,Value,Euro Thousands,695862
2016-06,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - personal credit cards,,,Value,Euro Thousands,268788
2016-06,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - business credit cards,,,Value,Euro Thousands,95950
2016-06,All,Gross Transactions,Total Expenditure outside Ireland during the Month,,,Value,Euro Thousands,524492
2016-06,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards,,,Value,Euro Thousands,369226
2016-06,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w ATM,,,Value,Euro Thousands,121765
2016-06,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w POS,,,Value,Euro Thousands,247461
2016-06,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards,,,Value,Euro Thousands,155266
2016-06,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Personal Cards,,,Value,Euro Thousands,122489
2016-06,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Business Cards,,,Value,Euro Thousands,32777
2016-07,All,Gross Transactions,Total New Spending during the Month on all Cards,,,Value,Euro Thousands,4986703
2016-07,Debit Cards,Gross Transactions,Total New Spending during the Month on Debit Cards,,,Value,Euro Thousands,4149757
2016-07,Debit Cards,Gross Transactions,ATM Transactions,,,Value,Euro Thousands,1652733
2016-07,Debit Cards,Gross Transactions,POS Transactions,,,Value,Euro Thousands,2497024
2016-07,Credit Cards,Gross Transactions,Total New Spending during the Month on all Credit Cards,,,Value,Euro Thousands,836946
2016-07,Credit Cards,Gross Transactions,New Spending during the Month on Personal Credit Cards,,,Value,Euro Thousands,672733
2016-07,Credit Cards,Gross Transactions,New Spending during the Month Business Credit Cards,,,Value,Euro Thousands,164213
2016-07,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,1021491
2016-07,Debit Cards,Gross Transactions,E-Commerce Expenditure during the Month,,,Value,Euro Thousands,671282
2016-07,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - personal credit cards,,,Value,Euro Thousands,262593
2016-07,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - business credit cards,,,Value,Euro Thousands,87616
2016-07,All,Gross Transactions,Total Expenditure outside Ireland during the Month,,,Value,Euro Thousands,550709
2016-07,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards,,,Value,Euro Thousands,391369
2016-07,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w ATM,,,Value,Euro Thousands,131782
2016-07,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w POS,,,Value,Euro Thousands,259587
2016-07,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards,,,Value,Euro Thousands,159340
2016-07,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Personal Cards,,,Value,Euro Thousands,131487
2016-07,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Business Cards,,,Value,Euro Thousands,27853
2016-08,All,Gross Transactions,Total New Spending during the Month on all Cards,,,Value,Euro Thousands,5420888
2016-08,Debit Cards,Gross Transactions,Total New Spending during the Month on Debit Cards,,,Value,Euro Thousands,4497325
2016-08,Debit Cards,Gross Transactions,ATM Transactions,,,Value,Euro Thousands,1703569
2016-08,Debit Cards,Gross Transactions,POS Transactions,,,Value,Euro Thousands,2793756
2016-08,Credit Cards,Gross Transactions,Total New Spending during the Month on all Credit Cards,,,Value,Euro Thousands,923563
2016-08,Credit Cards,Gross Transactions,New Spending during the Month on Personal Credit Cards,,,Value,Euro Thousands,747898
2016-08,Credit Cards,Gross Transactions,New Spending during the Month Business Credit Cards,,,Value,Euro Thousands,175665
2016-08,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,1171344
2016-08,Debit Cards,Gross Transactions,E-Commerce Expenditure during the Month,,,Value,Euro Thousands,780312
2016-08,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - personal credit cards,,,Value,Euro Thousands,295686
2016-08,Credit Cards,Gross Transactions,E-Commerce Expenditure during the Month - business credit cards,,,Value,Euro Thousands,95346
2016-08,All,Gross Transactions,Total Expenditure outside Ireland during the Month,,,Value,Euro Thousands,568619
2016-08,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards,,,Value,Euro Thousands,409684
2016-08,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w ATM,,,Value,Euro Thousands,133891
2016-08,Debit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Debit Cards o/w POS,,,Value,Euro Thousands,275793
2016-08,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards,,,Value,Euro Thousands,158935
2016-08,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Personal Cards,,,Value,Euro Thousands,130353
2016-08,Credit Cards,Gross Transactions,Total Expenditure outside Ireland during the Month Credit Cards - Business Cards,,,Value,Euro Thousands,28582
2016-09,All,Gross Transactions,Total New Spending during the Month on all Cards,,,Value,Euro Thousands,5107533
2016-09,Debit Cards,Gross Transactions,Total New Spending during the Month on Debit Cards,,,Value,Euro Thousands,4213778
2016-09,Debit Cards,Gross Transactions,ATM Transactions,,,Value,Euro Thousands,1627412
2016-09,Debit Cards,Gross Transactions,POS Transactions,,,Value,Euro Thousands,2586366
2016-09,Credit Cards,Gross Transactions,Total New Spending during the Month on all Credit Cards,,,Value,Euro Thousands,893755
2016-09,Credit Cards,Gross Transactions,New Spending during the Month on Personal Credit Cards,,,Value,Euro Thousands,702927
2016-09,Credit Cards,Gross Transactions,New Spending during the Month Business Credit Cards,,,Value,Euro Thousands,190828
2016-09,All,Gross Transactions,Total E-Commerce Expenditure,,,Value,Euro Thousands,1209759
